CODIGO_PROYECTO,PARTIDA_PRESUPUESTARIA,PRODUCTO,UNIDAD,CANTIDAD,COSTO_UNITARIO,COSTO_TOTAL
P-1607,1012,Deteccion de Incendio-Otros materiales,Gl,1,94773,94773
P-1607,1013,Puerta Exterior-Modulo de Relay  R2M,,1,50392,50392
P-1607,1014,Puerta Exterior-Cableado,,100,218,21800
P-1607,1015,Puerta Exterior-Otros materiales,Gl,1,4981,4981
P-1607,1016,MANO DE OBRA,Gl,1,544250,544250
P-1607,1017,SUPERVISION,Gl,1,108850,108850
P-1608,1001,Equipos-Cable Belden,,1525,293,446825
P-1608,1002,Equipos-Modulo de Control direccionable con FlashScan NOTIFIER FCM-1,,10,32923,329230
P-1608,1003,"""Equipos-Conector recto 20mm p/ flexible metalico con PVC  (1/2"""")  """,,40,833,33320
P-1608,1004,"""Equipos-Conduit Flexible 20mm Metalico con PVC (1/2"""")  """,,20,1011,20220
P-1608,1005,Equipos-Fuente de poder remota 60 Amps con cargador y gabinete. 240 VAC.  NOTIFIER FCPS-24S6E,,1,214816,214816
P-1608,1006,Equipos-Otros materiales,Gl,1,73067,73067
P-1608,1007,MANO DE OBRA,Gl,1,371350,371350
P-1608,1008,SUPERVISION,Gl,1,74270,74270
P-1608,1009,AUDIO-Puerta tamaño AA sin ventana Negra. NOT,,2,42432,84864
P-1608,1010,AUDIO-Caja posterior tamaño AA Negra NOTIFIER,,2,42432,84864
P-1608,1011,AUDIO-Cableado audio,,620,180,111600
P-1608,1012,AUDIO-Cableado Vertical,,180,180,32400
P-1608,1013,AUDIO-Otros materiales,Gl,1,109798,109798
P-1608,1014,DETECCION-Detector  Fotoeléctrico con FlashS,,328,22936,7523008
P-1608,1015,DETECCION-Detector Térmico Rate-of-Rise 135°F,,5,19496,97480
P-1608,1016,DETECCION-Base para detector inteligente sin,,333,3784,1260072
P-1608,1017,DETECCION-Detector termico fijo y RoR 135 °F,,58,6307,365806
P-1608,1018,DETECCION-Pulsador Alarma Fuego doble acción,,24,37271,894504
P-1608,1019,DETECCION-InnovairFlex Gabinete Detector para,,4,53326,213304
P-1608,1020,DETECCION-InnovairFlex tubo de muestreo con a,,4,6881,27524
P-1608,1021,DETECCION-Detector  Fotoeléctrico con FlashS,,4,22936,91744
P-1608,1022,DETECCION-Modulo de Control direccionable con,,23,28097,646231
P-1608,1023,DETECCION-Modulo de Monitoreo direccionable,,7,21216,148512
P-1608,1024,DETECCION-Batería  FRM-1,,10,25000,250000
P-1608,1025,DETECCION-Cableado  AWG 18,,3390,180,610200
P-1608,1026,DETECCION-Cableado Vertical  AWG 18,,200,180,36000
P-1608,1027,DETECCION-Otros materiales,Gl,1,608227,608227
P-1608,1028,NOTIF-Ceiling White Speaker only NOTIFIER S,,46,16055,738530
P-1608,1029,NOTIF-Strobe 12/24 Volt Red Multi-Candela 151,,26,19496,506896
P-1608,1030,NOTIF-Otros materiales,Gl,1,87180,87180
P-1608,1031,ENERGIA-Fuente de poder remota 60 Amps con ca,,3,183488,550464
P-1608,1032,ENERGIA-Modulo de Monitoreo direccionable co,,3,21216,63648
P-1608,1033,ENERGIA-Otros materiales,Gl,1,42988,42988
P-1608,1034,OTROS-Extintor PQS,,33,10741,354453
P-1608,1035,OTROS-Gabinete Extintor,,46,24740,1138040
P-1608,1036,OTROS-Extintor co2,,13,30550,397150
P-1608,1037,OTROS-Otros materiales,Gl,1,132275,132275
P-1608,1038,MANO DE OBRA,Gl,1,2834500,2834500
P-1608,1039,SUPERVISION,Gl,1,556780,556780
P-1608,1042,Equipos-Cable Belden,,1525,293,446825
P-1608,1043,Equipos-Modulo de Control direccionable con FlashScan NOTIFIER FCM-1,,10,32923,329230
P-1608,1044,"""Equipos-Conector recto 20mm p/ flexible metalico con PVC  (1/2"""")  """,,40,833,33320
P-1608,1045,"""Equipos-Conduit Flexible 20mm Metalico con PVC (1/2"""")  """,,20,1011,20220
P-1608,1046,Equipos-Fuente de poder remota 60 Amps con cargador y gabinete. 240 VAC.  NOTIFIER FCPS-24S6E,,1,214816,214816
P-1608,1047,Equipos-Otros materiales,Gl,1,73067,73067
P-1608,1048,MANO DE OBRA,Gl,1,371350,371350
P-1608,1049,SUPERVISION,Gl,1,74270,74270
P-1608,1051,Detección-Detector  Fotoeléctrico con FlashScan. s/base NOTIFIER FSP-851,,5,25344,126720
P-1608,1052,Detección-Base para detector inteligente sin flange NOTIFIER B501,,5,4182,20910
P-1608,1053,Detección-Otros materiales,Gl,1,10334,10334
P-1608,1054,MANO DE OBRA,Gl,1,15750,15750
P-1608,1055,SUPERVISION,Gl,1,3150,3150
P-1609,1001,CCTV-DVR 16 canales HDCVI Dahua XVR4116HS,,2,53350,106700
P-1609,1002,CCTV-Cámara Domo Dahua HAC-HDW1000M2.8-S3,,6,9200,55200
P-1609,1003,CCTV-Cámara Bullet Dahua HAC-HFW1000RM-S3,,15,9200,138000
P-1609,1004,CCTV-Balun,,21,2282,47922
P-1609,1005,CCTV-Fuente cámara,,5,25000,125000
P-1609,1006,"""CCTV-Monitor 20""""  """,,2,58800,117600
P-1609,1007,CCTV-Disco Duro 1T,,2,41500,83000
P-1609,1008,CCTV-Cableado,,1100,160,176000
P-1609,1009,CCTV-Cableado Vertical,,50,2000,100000
P-1609,1010,CCTV-Otros materiales,Gl,1,66460,66460
P-1609,1011,Cit-Citófono Aiphone GT-1D,,195,17397,3392415
P-1609,1012,Cit-Central Aiphone GT-MKB,,1,180522,180522
P-1609,1013,Cit-Fuente Aiphone IQ-PS/2420S,,5,45006,225030
P-1609,1014,Cit-Unidad de control Bus Aiphone IN-000GT/BC,,3,20045,60135
P-1609,1015,Cit-Modulo de expansión Aiphone GT-BCXB,,1,132884,132884
P-1609,1016,Cit-Cableado Aiphone,,4752,136,646272
P-1609,1017,Cit-Cableado Vertical,,100,272,27200
P-1609,1018,Cit-Otros materiales,Gl,1,233262,233262
P-1609,1019,Robo-Central Robo e intrusión Honeywell VISTA-250BPT,,1,232217,232217
P-1609,1020,Robo-Teclado Alarma Honeywell 6164SP,,1,48914,48914
P-1609,1021,Robo-Expansor de Zona Honeywell 4208SN,,24,14880,357120
P-1609,1022,Robo-Centralita Bosch DS3MX,,192,14600,2803200
P-1609,1023,Robo-Fuente de poder,,1,60000,60000
P-1609,1024,Robo-Sensor Magnético Sobrepuesto,,59,560,33040
P-1609,1025,Robo-Sensor Magnético Embutido,,192,750,144000
P-1609,1026,Robo-Cableado,,6390,180,1150200
P-1609,1027,Robo-Cableado Vertical,,80,1000,80000
P-1609,1028,Robo-Otros materiales,Gl,1,245435,245435
P-1609,1029,Det-Central Detección Honeywell VISTA-128BPT,,1,155715,155715
P-1609,1030,Det-Teclado Alarma Honeywell 6160CR-2,,1,49852,49852
P-1609,1031,Det-Expansor de Zona Honeywell 4208SN,,12,14880,178560
P-1609,1032,Det-Sensor de temperatura  2H,,26,5300,137800
P-1609,1033,Det-Sensor de Humo  4H,,135,5800,783000
P-1609,1034,Det-Fuente poder,,1,80000,80000
P-1609,1035,Det-Palanca de Alarma acción simple,,25,7000,175000
P-1609,1036,Det-Sirena Estroboscópica,,25,2900,72500
P-1609,1037,Det-Sensor de gas,,1,7000,7000
P-1609,1038,Det-Cableado,,2774,180,499320
P-1609,1039,Det-Cableado Vertical,,100,1000,100000
P-1609,1040,Det-Modulo de relé Honeywell 4204,,1,18782,18782
P-1609,1041,Det-Otros materiales,Gl,1,158027,158027
P-1609,1042,Porteros-Central Portería Aiphone Lef 5,,1,52570,52570
P-1609,1043,Porteros-Portero de entrada Aiphone Le-da,,4,18154,72616
P-1609,1044,Porteros-Fuente para Central Aiphone PS/12,,1,24205,24205
P-1609,1045,Porteros-Pulsador Conserjería,,2,3404,6808
P-1609,1046,Porteros-Cableado Porteros,,200,200,40000
P-1609,1047,Porteros-Retenedor Magnético,,4,45000,180000
P-1609,1048,Porteros-Pulsador Puerta Metálico,,1,5295,5295
P-1609,1049,Porteros-Otros materiales,Gl,1,26704,26704
P-1609,1050,"Portón-Kit Portón batiente 1 hoja (BRAZO, CENTRAL ALPHA, ELECTROCER. EBP Y 2 TX) BFT LUX G - 5 m",,1,333300,333300
P-1609,1051,Portón-Baliza calle conectada a portón interior  220v,,1,15000,15000
P-1609,1052,Portón-Fotocelda,,2,13500,27000
P-1609,1053,Portón-Botón Conserjería,,1,3404,3404
P-1609,1054,Portón-Control remoto,,1,4500,4500
P-1609,1055,Portón-Receptor Control remoto,,1,13500,13500
P-1609,1056,Portón-Cable,,200,200,40000
P-1609,1057,Portón-Otros materiales,Gl,1,30569,30569
P-1609,1058,MANO DE OBRA,Gl,1,6185235,6185235
P-1609,1059,SUPERVISION,Gl,1,1237047,1237047
P-1609,1060,Robo-Sensor Magnético Sobrepuesto,,55,560,30800
P-1609,1061,Robo-Cableado,,400,180,72000
P-1609,1062,Robo-Otros materiales,Gl,1,5140,5140
P-1609,1063,MANO DE OBRA,Gl,1,199500,199500
P-1609,1064,SUPERVISION,Gl,1,39900,39900
P-1609,1065,Porteros-Central Portería Aiphone Lef 5,,-1,52570,-52570
P-1609,1066,Porteros-Central Portería Aiphone Lef 10,,1,63916,63916
P-1609,1067,Porteros-Portero de entrada Aiphone Le-da,,5,18154,90770
P-1609,1068,Porteros-Fuente para Central Aiphone PS/12,,1,24205,24205
P-1609,1069,Porteros-Cableado Porteros,,250,200,50000
P-1609,1070,Porteros-Retenedor Magnético,,4,45000,180000
P-1609,1071,Porteros-Pulsador Puerta Metálico,,4,5295,21180
P-1609,1072,Porteros-Otros materiales,Gl,1,26425,26425
P-1609,1073,MANO DE OBRA,Gl,1,110250,110250
P-1609,1074,SUPERVISION,Gl,1,22050,22050
P-1609,1075,Portón-Control remoto,,110,4500,495000
P-1609,1076,MANO DE OBRA,Gl,1,57750,57750
P-1609,1077,SUPERVISION,Gl,1,11550,11550
P-1609,1078,Cit-Cableado Citofonía Ascensor,,200,450,90000
P-1609,1079,Cit-Otros materiales,Gl,1,4500,4500
P-1609,1080,MANO DE OBRA,Gl,1,84000,84000
P-1609,1081,SUPERVISION,Gl,1,16800,16800
P-1609,1082,Automatización Portón-Caja para Placa Control Brazo Hidráulico,,1,18000,18000
P-1609,1083,Automatización Portón-Otros materiales,Gl,1,1260,1260
P-1609,1084,MANO DE OBRA,Gl,1,7000,7000
P-1609,1085,SUPERVISION,Gl,1,1400,1400
P-1609,1086,Adicional-Cableado,,400,200,80000
P-1609,1087,Adicional-Reles 12v,,4,2000,8000
P-1609,1088,Adicional-Reles 12v / 220v,,3,6000,18000
P-1609,1089,Adicional-Otros materiales,Gl,1,14840,14840
P-1609,1090,MANO DE OBRA,Gl,1,225700,225700
P-1609,1091,SUPERVISION,Gl,1,58560,58560
P-1610,1001,"CCTV-Camara Domo HD 720p varifocal 2,7-12 mm Interior  Hikvision DS-2CE56C0T-VPIR3F",,117,19840,2321280
P-1610,1002,"CCTV-Camara Domo HD 720p varifocal 2,7-12 mm exterior  Hikvision DS-2CE56C0T-VPIR3F",,2,19840,39680
P-1610,1003,CCTV-DVR HD 16 CH Hikvision DS-7216HGHI-F2,,8,63360,506880
P-1610,1004,CCTV-Switch,,2,15000,30000
P-1610,1005,CCTV-PC Servidor (CCAA)  I7,,2,400000,800000
P-1610,1006,"""CCTV-Monitor LCD  32""""""",,2,140000,280000
P-1610,1007,"""CCTV-Monitor LCD  22""""""",,8,65000,520000
P-1610,1008,CCTV-Fuente de poder  VDC,,119,3100,368900
P-1610,1009,CCTV-Cableado  utp,,6000,155,930000
P-1610,1010,CCTV-Cableado ascensores  multifilar,,550,380,209000
P-1610,1011,CCTV-Disco Duro WD 2TB,,16,51200,819200
P-1610,1012,CCTV-Otros materiales,Gl,1,375372,375372
P-1610,1013,Citofonia-Central de Conserjeria  GT/MK,,2,186611,373222
P-1610,1014,Citofonia-Citofono de depto.  GT/1D,,239,17958,4291962
P-1610,1015,Citofonia-Unidad Bus Control  GT/BC,,4,20691,82764
P-1610,1016,Citofonia-Fuente de poder  IQ-PS/2420S,,6,46848,281088
P-1610,1017,"Citofonia-Cableado  0,9mm",,7000,141,987000
P-1610,1018,Citofonia-Unidad de Ampliacion   GT/BCX,,1,137421,137421
P-1610,1019,Citofonia-Cableado citofonos ascensor,,240,400,96000
P-1610,1020,Citofonia-Otros materiales,Gl,1,343550,343550
P-1610,1021,Deteccion y alarma de incendio-Sensor de Temperatura Hochiki ATG-EA,,191,23593,4506263
P-1610,1022,Deteccion y alarma de incendio-Sensor de Humo Hochiki ALN-V,,368,21381,7868208
P-1610,1023,Deteccion y alarma de incendio-Base de sensor Hochiki YBN-NSA,,559,2580,1442220
P-1610,1024,Deteccion y alarma de incendio-Pulsador de incendio (doble accion) Hochiki DCP-AMS,,51,32809,1673259
P-1610,1025,Deteccion y alarma de incendio-Sirena con estrobo GE G1-HDVM,,51,22125,1128375
P-1610,1026,Deteccion y alarma de incendio-Sirena de emergencia GE,,27,15000,405000
P-1610,1027,Deteccion y alarma de incendio-Luz estroboscopica GE,,15,13600,204000
P-1610,1028,Deteccion y alarma de incendio-Modulo de Control Hochiki SOM,,45,32072,1443240
P-1610,1029,Deteccion y alarma de incendio-Modulo de Monitoreo Hochiki DIMM,,12,33915,406980
P-1610,1030,Deteccion y alarma de incendio-Central de Incendio ( con tarjeta de conexión) Hochiki FIRENET4127,,2,1102080,2204160
P-1610,1031,Deteccion y alarma de incendio-Fuente de poder  VDC,,16,25000,400000
P-1610,1032,Deteccion y alarma de incendio-Cableado incendio  AWG,,10900,170,1853000
P-1610,1033,Deteccion y alarma de incendio-Sensor de Ducto (humo) Hochiki DH-99AR,,2,61563,123126
P-1610,1034,Deteccion y alarma de incendio-Extintor PQS  6kg,,139,12800,1779200
P-1610,1035,Deteccion y alarma de incendio-Extintor CO2  6kg,,36,90000,3240000
P-1610,1036,Deteccion y alarma de incendio-Gabinete extintor  PQS,,139,18000,2502000
P-1610,1037,Deteccion y alarma de incendio-Gabinete extintor  CO2,,36,29000,1044000
P-1610,1038,Deteccion y alarma de incendio-Extintor 10K  PQS,,1,20000,20000
P-1610,1039,Deteccion y alarma de incendio-Otros materiales,Gl,1,1289733,1289733
P-1610,1040,Alarma robo e intrusion-Central de Depto 3 zonas  BOSCH,,60,15000,900000
P-1610,1041,Alarma robo e intrusion-Sensor magnetico supervisor ENFORCER SM-200Q,,80,1180,94400
P-1610,1042,Alarma robo e intrusion-Boton de panico  en citofono,,60,800,48000
P-1610,1043,Alarma robo e intrusion-Central de Robo Honeywell VISTA 128,,1,168100,168100
P-1610,1044,Alarma robo e intrusion-Teclado  Honeywell 6164SP,,1,53084,53084
P-1610,1045,Alarma robo e intrusion-Tarjeta expansora Honeywell 4208SN,,7,13824,96768
P-1610,1046,Alarma robo e intrusion-Fuente de poder  VDC,,2,28000,56000
P-1610,1047,Alarma robo e intrusion-Cableado,,3800,120,456000
P-1610,1048,Alarma robo e intrusion-Otros materiales,Gl,1,102979,102979
P-1610,1049,Control de acceso-Central de Comunicación Aiphone LEF-10,,2,66368,132736
P-1610,1050,Control de acceso-Fuente de poder Aiphone PS/12S,,2,23424,46848
P-1610,1051,Control de acceso-Portero comunicación Aiphone LE-DA,,11,19520,214720
P-1610,1052,Control de acceso-Cableado,,1700,160,272000
P-1610,1053,Control de acceso-Controladora ZKTeco INBIO,,5,130000,650000
P-1610,1054,Control de acceso-Lector de tarjeta  ZKTeco KR100E,,9,23250,209250
P-1610,1055,Control de acceso-destrabador electromagnetica,,6,25000,150000
P-1610,1056,Control de acceso-Boton de apertura ZKTeco EX-800A,,5,4800,24000
P-1610,1057,Control de acceso-Tarjeta de proximidad,,300,990,297000
P-1610,1058,"Control de acceso-Motor porton Abatible, 2 hojas BFT LUX",,1,552000,552000
P-1610,1059,Control de acceso-Baliza,,1,14000,14000
P-1610,1060,Control de acceso-Haz Fotoelectrico,,1,13000,13000
P-1610,1061,Control de acceso-Receptor remoto,,1,12000,12000
P-1610,1062,Control de acceso-Control remoto,,65,4800,312000
P-1610,1063,Control de acceso-Otros materiales,Gl,1,159475,159475
P-1610,1064,MANO DE OBRA,Gl,1,11315850,11315850
P-1610,1065,SUPERVISION,Gl,1,2263170,2263170
P-1610,1066,AD Boton de Panico,60,1400,84000,
P-1610,1067,AD. CCAA Portero LEDA,5,21198,105988,
P-1610,1068,AD. CCAA Cableado,550,200,110000,
P-1610,1069,AD. CCAA Controladora INBIO,3,138550,415650,
P-1610,1070,AD. CCAA Lector de tarjeta KR100,5,24128,120642,
P-1610,1071,AD. CCAA Destrabador electromagnetico,5,26260,131300,
P-1610,1072,AD. CCAA Boton de apertura,5,4950,24750,
P-1610,1073,AD. CCAA otros mat,1,83566,83566,
P-1610,1074,AD. CCAA M.O.,1,193025,193025,
P-1610,1075,AD. CCAA Supervision,1,38605,38605,
P-1611,1001,CCTV-Camara HD tipo Domo Dahua HAC-HDW1100EM,,42,9800,411600
P-1611,1002,CCTV-DVR HD 16 CH Dahua HCVR4116HS-S3,,3,57000,171000
P-1611,1003,"""CCTV-Monitor LCD  21""""""",,3,68500,205500
P-1611,1004,CCTV-Disco Duro   1TB,,3,47000,141000
P-1611,1005,CCTV-Fuente de poder  VDC,,10,12000,120000
P-1611,1006,CCTV-Cableado,,1750,160,280000
P-1611,1007,CCTV-Balun,,42,2668,112056
P-1611,1008,CCTV-Otros materiales,Gl,1,100881,100881
P-1611,1009,Citofonia-Central de Conserjeria Aiphone GT-MK,,1,176406,176406
P-1611,1010,Citofonia-Citofono de depto. Aiphone GT-1D,,306,16976,5194656
P-1611,1011,Citofonia-Modulo Bus Control Aiphone GT-BC,,4,20667,82668
P-1611,1012,Citofonia-Fuente de poder Aiphone PS/2420,,6,44286,265716
P-1611,1013,"Citofonia-Cableado Aiphone 0,9mm",,10000,133,1330000
P-1611,1014,Citofonia-Modulo de expansion Aiphone GT-BCX,,1,129906,129906
P-1611,1015,Citofonia-Central de Comunicación   LEF-10,,4,62370,249480
P-1611,1016,Citofonia-Citofono portero  LE-DA,,32,18083,578656
P-1611,1017,Citofonia-Fuente de poder  PS/12,,4,23619,94476
P-1611,1018,Citofonia-Otros materiales,Gl,1,405032,405032
P-1611,1019,Deteccion y alarma de Incendio-Sensor de T°  convencional,,66,4900,323400
P-1611,1020,Deteccion y alarma de Incendio-Sensor de Humo  convencional,,246,5900,1451400
P-1611,1021,Deteccion y alarma de Incendio-Palanca de incendio   convencional,,50,6300,315000
P-1611,1022,Deteccion y alarma de Incendio-Sirena,,50,3000,150000
P-1611,1023,Deteccion y alarma de Incendio-Central de Incendio Honeywell Vista 250,,1,236966,236966
P-1611,1024,Deteccion y alarma de Incendio-Teclado  Honeywell 6160CR,,1,50878,50878
P-1611,1025,Deteccion y alarma de Incendio-Tarjeta expansora Honeywell 4208SN,,9,13068,117612
P-1611,1026,Deteccion y alarma de Incendio-Fuente de poder  VDC,,4,25000,100000
P-1611,1027,Deteccion y alarma de Incendio-Cableado incendio  AWG,,5400,145,783000
P-1611,1028,Deteccion y alarma de Incendio-Sensor de Ducto,,2,70000,140000
P-1611,1029,Deteccion y alarma de Incendio-Sensor de gas,,1,15000,15000
P-1611,1030,Deteccion y alarma de Incendio-Otros materiales,Gl,1,257828,257828
P-1611,1031,Alarma robo e intrusion-Central de Depto BOSCH DS3MX,,307,14500,4451500
P-1611,1032,Alarma robo e intrusion-Sensor magnetico embutido  puerta,,307,680,208760
P-1611,1033,Alarma robo e intrusion-Sensor magnetico sobrepuesto  ventana,,147,550,80850
P-1611,1034,Alarma robo e intrusion-Central de Robo Honeywell Vista 250,,1,236966,236966
P-1611,1035,Alarma robo e intrusion-Teclado  Honeywell 6164SP,,1,50181,50181
P-1611,1036,Alarma robo e intrusion-Tarjeta expansora Honeywell 4208SN,,38,13068,496584
P-1611,1037,Alarma robo e intrusion-Fuente de poder  VDC,,8,25000,200000
P-1611,1038,Alarma robo e intrusion-Cableado,,10100,140,1414000
P-1611,1039,Alarma robo e intrusion-Otros materiales,Gl,1,356942,356942
P-1611,1040,Control de Acceso-Boton de apertura,,27,4950,133650
P-1611,1041,Control de Acceso-Cerradura electrica,,27,25000,675000
P-1611,1042,Control de Acceso-Cableado,,600,160,96000
P-1611,1043,Control de Acceso-Otros materiales,Gl,1,63326,63326
P-1611,1044,Automatizacion de Portones-Motor porton Abatible (2 Hojas) BFT LUX-L,,1,581000,581000
P-1611,1045,Automatizacion de Portones-Baliza,,1,12000,12000
P-1611,1046,Automatizacion de Portones-Haz Fotoelectrico,,1,10000,10000
P-1611,1047,Automatizacion de Portones-Cableado.,,500,200,100000
P-1611,1048,Automatizacion de Portones-Receptor Remoto Garrison 1 canal,,1,12000,12000
P-1611,1049,Automatizacion de Portones-Control Remoto Garrison 1 canal,,215,4300,924500
P-1611,1050,Automatizacion de Portones-Otros materiales,Gl,1,114765,114765
P-1611,1051,MANO DE OBRA,Gl,1,11033925,11033925
P-1611,1052,SUPERVISION,Gl,1,2206785,2206785
P-1611,1053,Ad Alarma inalambrica central de depto. Inalambrica Itzumi HLPANELIOT,22,164970,3629340,
P-1611,1054,Ad Alarma inalambrica Sensor magnetico HLSENMASMS,12,14805,177660,
P-1611,1055,Ad Alarma inalambrica otros mat,1,114210,114210,
P-1611,1056,Ad Alarma inalambrica M.O.,1,116920,116920,
P-1611,1057,Ad Alarma inalambrica supervision,1,25280,25280,
P-1611,1058,AD 2. Motor Porton Abatible,1,385000,385000,
P-1611,1059,AD 2.Baliza,1,13900,13900,
P-1611,1060,AD 2. Haz Fotoelectrico,1,11650,11650,
P-1611,1061,AD 2.Cableado,800,246,196400,
P-1611,1062,AD 2.Receptor Remoto,1,13900,13900,
P-1611,1063,AD 2.Otros mat,1,86916,86916,
P-1611,1064,AD 2. M.O.,1,224200,224200,
P-1611,1065,AD. Ascensores cableado citofonia,900,630,56700,
P-1611,1066,AD. Ascensores otros mat,1,45360,45360,
P-1611,1067,AD. Ascensores Camara Domo ascensor,6,14200,85200,
P-1611,1068,AD. Ascensores Balun,6,3000,18000,
P-1611,1069,AD. Ascensores fuente de poder,6,13000,78000,
P-1611,1070,AD. Ascensores cableado FTP,900,420,378000,
P-1611,1071,AD. Ascensores otros materiales,1,33522,33552,
P-1611,1072,AD. Ascensores MO,1,877560,877560,
P-1611,1073,AD. Ascensores supervision,1,218820,218820,
P-1612,1001,Citofonia-Central Conserjeria  Aiphone GT-MKB,,1,189527,189527
P-1612,1002,Citofonia-Citofono departamento Aiphone GT1D,,316,18239,5763524
P-1612,1003,Citofonia-Modulo Control Aiphone GT-BC,,4,21014,84056
P-1612,1004,Citofonia-Fuente de poder Aiphone PS/2420,,6,47580,285480
P-1612,1005,Citofonia-Modulo de expansion Aiphone GT-BCXB,,1,139568,139568
P-1612,1006,Citofonia-Cableado,,9200,143,1315600
P-1612,1007,Citofonia-Conexionado timbre,,312,450,140400
P-1612,1008,Citofonia-Otros materiales,Gl,1,554104,554104
P-1612,1009,Alarma de Robo e Intrusion-Central de depto BOSCH DS3MX,,312,14500,4524000
P-1612,1010,Alarma de Robo e Intrusion-Sensor magentico embutido BestKey BR-1012 C.UL,,312,1150,358800
P-1612,1011,Alarma de Robo e Intrusion-Sensor magentico sobrepuesto BestKey BS-2031 C.UL.,,182,850,154700
P-1612,1012,Alarma de Robo e Intrusion-Central de Robo Paradox EVO192,,2,105000,210000
P-1612,1013,Alarma de Robo e Intrusion-Teclado Paradox K656,,2,45000,90000
P-1612,1014,Alarma de Robo e Intrusion-Tarjeta expansora Paradox ZX8,,38,36000,1368000
P-1612,1015,Alarma de Robo e Intrusion-Fuente de Poder  VDC,,8,28000,224000
P-1612,1016,Alarma de Robo e Intrusion-Cableado,,11200,165,1848000
P-1612,1017,Alarma de Robo e Intrusion-Otros materiales,Gl,1,614425,614425
P-1612,1018,Alarma deteccion de Incendio-Sensor de T° Honeywell 503,,1,25000,25000
P-1612,1019,Alarma deteccion de Incendio-Sensor de Humo  2412/24E,,226,20000,4520000
P-1612,1020,Alarma deteccion de Incendio-Palanca de incendio Mircom MS-401SU,,26,10000,260000
P-1612,1021,Alarma deteccion de Incendio-Sirena con estrobo Mircom FHS-340R,,58,35000,2030000
P-1612,1022,Alarma deteccion de Incendio-Central de incendio Honeywell VISTA128,,1,177840,177840
P-1612,1023,Alarma deteccion de Incendio-Teclado Honeywell 6160CR,,1,56940,56940
P-1612,1024,Alarma deteccion de Incendio-Tarjeta expansora Honeywell 4208SN,,13,14040,182520
P-1612,1025,Alarma deteccion de Incendio-Fuente de poder  VDC,,6,28000,168000
P-1612,1026,Alarma deteccion de Incendio-Cableado,,5000,175,875000
P-1612,1027,Alarma deteccion de Incendio-Sensor de Ducto,,5,85000,425000
P-1612,1028,Alarma deteccion de Incendio-Otros materiales,Gl,1,610421,610421
P-1612,1029,Control de Acceso-Portero comunicación Aiphone LE-DA,,4,19825,79300
P-1612,1030,Control de Acceso-Central conserjeria Aiphone LEF-5,,1,55510,55510
P-1612,1031,Control de Acceso-Fuente de poder Aiphone PS/12S,,1,23790,23790
P-1612,1032,Control de Acceso-Lector Biometrico/proximidad ZK FR1200,,4,30000,120000
P-1612,1033,Control de Acceso-Tarjeta de proximidad,,624,1000,624000
P-1612,1034,Control de Acceso-Destrabador electromagnetico  LED 280,,4,45000,180000
P-1612,1035,Control de Acceso-Boton de apertura Secolarm SD-7202GC-PEQ,,4,11100,44400
P-1612,1036,Control de Acceso-Boton de emergencia ZK EB-900,,2,5000,10000
